Sample_ID,Nest_ID,Site_Number,Sdag_C293,Sol_55,Sol_6,C147,i_130,i_120_PigTail,C368_PigTail,C334,C121_PigTail,C485,C259,C294,i_113,Sol_J1,Jackstraw_PigTail,i_109,C216_pigtail
ARG05_29k,ARG05_29,1,245,177,95,NA,275,312,207,NA,161,NA,225,NA,NA,284,NA,NA,NA
ARG05_29male,ARG05_29,1,245,177,95,73,275,312,207,199,161,114,225,98,165,284,113,154,225
ARG05_29male,ARG05_29,1,245,177,95,73,275,312,207,199,161,114,225,98,165,284,113,154,225
ARG05_30a,ARG05_30,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_30a,ARG05_30,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_30c,ARG05_30,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_30c,ARG05_30,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_30d,ARG05_30,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_30d,ARG05_30,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_30e,ARG05_30,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_30e,ARG05_30,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_30f,ARG05_30,1,245,177,95,73,275,320,205,199,161,114,223,98,165,284,113,154,223
ARG05_30f,ARG05_30,1,245,177,95,73,275,320,207,199,161,114,225,98,165,284,113,154,223
ARG05_30g,ARG05_30,1,245,177,95,73,275,320,205,199,161,114,223,98,165,284,113,154,223
ARG05_30g,ARG05_30,1,245,177,95,73,275,320,207,199,161,114,225,98,165,284,113,154,223
ARG05_30i,ARG05_30,1,245,177,95,NA,NA,NA,205,NA,161,NA,225,NA,NA,284,NA,NA,NA
ARG05_30i,ARG05_30,1,245,177,95,NA,NA,NA,207,NA,161,NA,225,NA,NA,284,NA,NA,NA
ARG05_30j,ARG05_30,1,245,177,95,NA,275,320,205,199,161,NA,225,98,165,284,NA,154,223
ARG05_30j,ARG05_30,1,245,177,95,NA,275,320,205,199,161,NA,225,98,165,284,NA,154,223
ARG05_30k,ARG05_30,1,245,177,95,73,275,320,205,199,161,NA,223,98,165,284,113,154,223
ARG05_30k,ARG05_30,1,245,177,95,73,275,320,207,199,161,NA,225,98,165,284,113,154,223
ARG05_30h,ARG05_30,1,245,177,95,NA,NA,NA,205,NA,161,NA,223,NA,NA,284,NA,NA,NA
ARG05_30h,ARG05_30,1,245,177,95,NA,NA,NA,207,NA,161,NA,225,NA,NA,284,NA,NA,NA
ARG05_30male,ARG05_30,1,NA,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_30male,ARG05_30,1,NA,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_31a,ARG05_31,1,241,177,95,73,275,312,207,199,161,114,225,98,165,284,113,154,225
ARG05_31a,ARG05_31,1,241,177,95,73,275,312,207,199,161,114,225,98,165,284,113,154,225
ARG05_31c,ARG05_31,1,241,177,95,73,275,312,207,199,161,114,225,98,165,284,113,154,225
ARG05_31c,ARG05_31,1,241,177,95,73,275,312,207,199,161,114,225,98,165,284,113,154,225
ARG05_31d,ARG05_31,1,241,177,95,73,275,312,207,199,161,114,225,98,165,284,113,154,225
ARG05_31d,ARG05_31,1,241,177,95,73,275,312,207,199,161,114,225,98,165,284,113,156,225
ARG05_31e,ARG05_31,1,241,177,95,73,275,312,207,NA,161,114,225,98,165,284,113,154,225
ARG05_31e,ARG05_31,1,245,177,95,73,275,312,207,NA,161,114,225,98,165,284,113,156,225
ARG05_31f,ARG05_31,1,241,177,95,73,275,312,207,199,161,114,225,98,165,284,113,154,225
ARG05_31f,ARG05_31,1,241,177,95,73,275,312,207,199,161,114,225,98,165,284,113,154,225
ARG05_31g,ARG05_31,1,245,177,95,73,275,312,207,199,161,114,225,98,165,284,113,154,225
ARG05_31g,ARG05_31,1,245,177,95,73,275,312,207,199,161,114,225,98,165,284,113,156,225
ARG05_31h,ARG05_31,1,241,177,95,73,275,312,207,199,161,NA,225,98,165,284,113,154,225
ARG05_31h,ARG05_31,1,245,177,95,73,275,312,207,199,161,NA,225,98,165,284,113,154,225
ARG05_31i,ARG05_31,1,245,177,95,73,275,312,207,199,161,NA,225,98,165,284,113,154,225
ARG05_31i,ARG05_31,1,245,177,95,73,275,312,207,199,161,NA,225,98,165,284,113,154,225
ARG05_31j,ARG05_31,1,245,177,95,73,275,312,207,199,161,NA,225,98,165,284,113,154,225
ARG05_31j,ARG05_31,1,245,177,95,73,275,312,207,199,161,NA,225,98,165,284,113,156,225
ARG05_31k,ARG05_31,1,241,177,95,73,275,312,207,199,161,NA,225,98,165,284,113,154,225
ARG05_31k,ARG05_31,1,245,177,95,73,275,312,207,199,161,NA,225,98,165,284,113,156,225
ARG05_31male,ARG05_31,1,NA,177,95,73,275,312,207,199,161,114,225,98,165,284,113,154,225
ARG05_31male,ARG05_31,1,NA,177,95,73,275,312,207,199,161,114,225,98,165,284,113,154,225
ARG05_32a,ARG05_32,1,241,177,95,73,275,312,207,199,161,114,225,98,165,284,113,156,225
ARG05_32a,ARG05_32,1,245,177,95,73,275,312,207,199,161,114,225,98,165,284,113,156,225
ARG05_32c,ARG05_32,1,243,177,95,73,275,312,205,199,161,114,223,98,165,284,113,154,225
ARG05_32c,ARG05_32,1,245,177,95,73,275,318,207,199,161,114,225,98,165,284,113,156,225
ARG05_32d,ARG05_32,1,243,177,95,73,275,312,205,199,161,114,223,98,165,281,113,154,225
ARG05_32d,ARG05_32,1,245,177,95,73,275,318,207,199,161,114,225,98,165,284,113,154,227
ARG05_32e,ARG05_32,1,241,177,95,73,275,312,207,199,161,114,225,98,165,284,113,156,225
ARG05_32e,ARG05_32,1,245,177,95,73,275,312,207,199,161,114,225,98,165,284,113,156,225
ARG05_32f,ARG05_32,1,245,177,95,73,275,312,207,195,161,114,225,98,165,281,113,156,209
ARG05_32f,ARG05_32,1,247,177,95,73,275,314,207,199,161,114,225,98,165,284,115,156,227
ARG05_32g,ARG05_32,1,245,177,95,73,275,312,207,195,159,114,225,98,165,281,113,156,209
ARG05_32g,ARG05_32,1,247,177,95,73,275,314,207,199,161,114,225,98,165,284,115,156,225
ARG05_32i,ARG05_32,1,245,177,95,73,275,312,207,195,159,NA,223,98,165,284,113,156,225
ARG05_32i,ARG05_32,1,247,177,95,73,275,312,207,199,161,NA,225,98,165,284,115,156,225
ARG05_32j,ARG05_32,1,241,177,95,73,275,312,207,199,161,NA,225,98,165,284,113,156,225
ARG05_32j,ARG05_32,1,241,177,95,73,275,312,207,199,161,NA,225,98,165,284,113,156,225
ARG05_32k,ARG05_32,1,247,177,95,73,275,312,205,199,161,NA,223,98,161,284,113,156,209
ARG05_32k,ARG05_32,1,247,177,95,73,275,314,207,199,161,NA,225,98,165,284,113,156,227
ARG05_32h,ARG05_32,1,245,177,95,NA,NA,NA,207,NA,161,NA,225,NA,NA,284,NA,NA,NA
ARG05_32h,ARG05_32,1,245,177,95,NA,NA,NA,207,NA,161,NA,225,NA,NA,284,NA,NA,NA
ARG05_32male,ARG05_32,1,NA,177,95,73,275,312,207,199,161,114,225,98,165,284,113,156,227
ARG05_32male,ARG05_32,1,NA,177,95,73,275,312,207,199,161,114,225,98,165,284,113,156,227
ARG05_33a,ARG05_33,1,245,177,95,73,275,320,205,199,161,114,223,98,165,284,113,154,223
ARG05_33a,ARG05_33,1,245,177,95,73,275,320,207,199,161,114,225,98,165,284,113,154,223
ARG05_33c,ARG05_33,1,245,177,95,73,275,320,205,199,161,114,223,98,165,284,113,154,223
ARG05_33c,ARG05_33,1,245,177,95,73,275,320,207,199,161,114,223,98,165,284,113,154,223
ARG05_33d,ARG05_33,1,245,177,95,73,275,320,207,199,161,114,223,98,165,284,113,154,223
ARG05_33d,ARG05_33,1,245,177,95,73,275,320,207,199,161,114,225,98,165,284,113,154,223
ARG05_33e,ARG05_33,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_33e,ARG05_33,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_33f,ARG05_33,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_33f,ARG05_33,1,245,177,95,73,275,320,207,199,161,114,225,98,165,284,113,154,223
ARG05_33g,ARG05_33,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_33g,ARG05_33,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_33h,ARG05_33,1,245,177,95,73,275,320,205,199,161,NA,223,98,165,284,113,154,223
ARG05_33h,ARG05_33,1,245,177,95,73,275,320,207,199,161,NA,225,98,165,284,113,154,223
ARG05_33i,ARG05_33,1,245,177,95,NA,275,320,205,NA,161,NA,225,NA,NA,284,NA,NA,NA
ARG05_33i,ARG05_33,1,245,177,95,NA,275,320,207,NA,161,NA,225,NA,NA,284,NA,NA,NA
ARG05_33j,ARG05_33,1,245,177,95,73,275,320,207,199,161,NA,225,98,165,284,113,154,223
ARG05_33j,ARG05_33,1,245,177,95,76,275,320,207,199,161,NA,225,98,165,284,113,154,227
ARG05_33k,ARG05_33,1,245,177,95,73,275,320,205,199,161,NA,225,98,165,284,113,154,223
ARG05_33k,ARG05_33,1,245,177,95,73,275,320,205,199,161,NA,225,98,165,284,113,154,223
ARG05_33male,ARG05_33,1,NA,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_33male,ARG05_33,1,NA,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_34a,ARG05_34,1,245,177,95,73,275,320,205,199,161,114,223,98,165,284,113,154,223
ARG05_34a,ARG05_34,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_34c,ARG05_34,1,245,177,95,73,275,320,205,199,161,114,223,98,165,284,113,154,223
ARG05_34c,ARG05_34,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_34d,ARG05_34,1,245,177,95,73,275,320,205,199,161,114,223,98,165,284,113,154,223
ARG05_34d,ARG05_34,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_34e,ARG05_34,1,245,177,95,73,275,320,205,199,161,114,223,98,165,284,113,154,223
ARG05_34e,ARG05_34,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_34f,ARG05_34,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_34f,ARG05_34,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_34g,ARG05_34,1,245,177,95,73,275,320,205,199,161,114,223,98,165,284,113,154,223
ARG05_34g,ARG05_34,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_34i,ARG05_34,1,245,177,95,73,275,320,205,199,161,NA,225,98,165,284,113,154,223
ARG05_34i,ARG05_34,1,245,177,95,73,275,320,207,199,161,NA,225,98,165,284,113,154,223
ARG05_34j,ARG05_34,1,245,177,95,NA,275,320,205,199,161,NA,225,98,165,284,NA,154,223
ARG05_34j,ARG05_34,1,245,177,95,NA,275,320,205,199,161,NA,225,98,165,284,NA,154,223
ARG05_34k,ARG05_34,1,245,177,95,73,275,320,205,199,161,NA,223,98,165,284,113,154,223
ARG05_34k,ARG05_34,1,245,177,95,73,275,320,205,199,161,NA,225,98,165,284,113,154,223
ARG05_34h,ARG05_34,1,245,177,95,73,275,320,205,199,161,NA,223,98,165,284,113,154,223
ARG05_34h,ARG05_34,1,245,177,95,73,275,320,205,199,161,NA,225,98,165,284,113,154,223
ARG05_34male,ARG05_34,1,NA,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_34male,ARG05_34,1,NA,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_35a,ARG05_35,1,245,177,95,73,275,312,209,199,161,114,223,98,165,283,113,154,227
ARG05_35a,ARG05_35,1,247,177,95,73,275,314,209,199,161,114,223,98,165,286,113,156,227
ARG05_35c,ARG05_35,1,245,177,95,73,275,312,205,199,161,114,223,98,165,283,113,156,219
ARG05_35c,ARG05_35,1,247,177,95,73,275,314,209,199,161,114,223,98,165,286,113,156,227
ARG05_35d,ARG05_35,1,243,177,95,73,275,312,207,199,161,114,225,98,165,283,113,154,225
ARG05_35d,ARG05_35,1,247,177,95,73,275,314,209,199,161,114,225,98,165,286,113,154,227
ARG05_35e,ARG05_35,1,245,177,95,73,275,312,205,199,161,114,223,98,165,286,113,156,227
ARG05_35e,ARG05_35,1,245,177,95,73,275,314,209,199,161,114,223,98,165,286,113,156,227
ARG05_35f,ARG05_35,1,245,177,95,73,275,312,209,199,161,114,223,98,165,286,113,156,227
ARG05_35f,ARG05_35,1,247,177,95,73,275,312,209,199,161,114,225,98,165,286,113,156,227
ARG05_35g,ARG05_35,1,247,177,95,73,275,312,205,199,161,114,223,98,165,286,113,156,219
ARG05_35g,ARG05_35,1,247,177,95,73,275,314,209,199,161,114,223,98,165,286,113,156,227
ARG05_35h,ARG05_35,1,243,177,95,73,275,312,207,199,161,NA,225,98,165,282,113,154,225
ARG05_35h,ARG05_35,1,247,177,95,76,275,314,209,199,161,NA,225,98,165,284,113,156,227
ARG05_35i,ARG05_35,1,243,177,95,73,275,312,207,199,161,NA,225,98,165,284,113,154,209
ARG05_35i,ARG05_35,1,247,177,95,73,275,314,209,199,161,NA,225,98,165,286,113,156,227
ARG05_35j,ARG05_35,1,245,177,95,73,275,312,205,199,161,NA,223,98,165,282,113,154,227
ARG05_35j,ARG05_35,1,247,177,95,73,275,314,205,199,161,NA,223,98,165,286,113,156,227
ARG05_35k,ARG05_35,1,247,177,95,73,275,312,205,199,161,NA,225,98,165,282,113,154,219
ARG05_35k,ARG05_35,1,247,177,95,73,275,314,209,199,161,NA,225,98,165,282,113,156,227
ARG05_35male,ARG05_35,1,245,177,95,73,NA,NA,205,199,161,114,225,98,165,286,113,156,227
ARG05_35male,ARG05_35,1,245,177,95,73,NA,NA,205,199,161,114,225,98,165,286,113,156,227
ARG05_39a,ARG05_39,1,245,177,95,73,275,320,205,199,161,114,225,98,165,283,113,154,223
ARG05_39a,ARG05_39,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_39male,ARG05_39,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_39male,ARG05_39,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_40a,ARG05_40,1,245,177,95,73,275,312,205,199,161,114,223,98,165,283,113,156,227
ARG05_40a,ARG05_40,1,247,177,95,73,275,312,209,199,161,114,225,98,165,283,113,156,227
ARG05_40c,ARG05_40,1,245,177,95,73,275,314,205,199,161,114,223,98,165,284,113,154,223
ARG05_40c,ARG05_40,1,247,177,95,73,275,320,205,199,161,114,223,98,165,286,113,156,227
ARG05_40d,ARG05_40,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_40d,ARG05_40,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_40e,ARG05_40,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_40e,ARG05_40,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_40f,ARG05_40,1,245,177,95,73,275,314,205,199,161,114,223,98,165,283,113,154,223
ARG05_40f,ARG05_40,1,247,177,95,73,275,320,205,199,161,114,225,98,165,284,113,156,227
ARG05_40g,ARG05_40,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_40g,ARG05_40,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_40male,ARG05_40,1,NA,177,95,73,275,320,205,199,161,114,223,98,165,284,113,154,223
ARG05_40male,ARG05_40,1,NA,177,95,73,275,320,205,199,161,114,223,98,165,284,113,154,223
ARG05_41a,ARG05_41,1,243,177,95,76,275,314,207,199,159,114,225,98,165,281,113,156,209
ARG05_41a,ARG05_41,1,243,177,95,76,275,314,207,199,161,114,225,98,165,281,113,156,227
ARG05_41male,ARG05_41,1,NA,177,95,76,275,314,202,199,161,114,223,98,165,281,113,156,227
ARG05_41male,ARG05_41,1,NA,177,95,76,275,314,202,199,161,114,223,98,165,281,113,156,227
ARG05_42a,ARG05_42,1,245,177,95,73,275,314,207,199,161,114,217,98,165,284,113,154,227
ARG05_42a,ARG05_42,1,245,177,95,73,275,314,207,199,161,114,217,98,165,284,113,156,227
ARG05_42c,ARG05_42,1,245,177,95,73,275,314,207,199,161,114,217,98,165,284,113,154,227
ARG05_42c,ARG05_42,1,245,177,95,73,275,314,207,199,161,114,217,98,165,284,113,156,227
ARG05_42d,ARG05_42,1,245,177,95,73,275,314,207,199,161,114,217,98,165,284,113,154,227
ARG05_42d,ARG05_42,1,245,177,95,73,275,314,207,199,161,114,217,98,165,284,113,156,227
ARG05_42e,ARG05_42,1,245,177,95,73,275,312,207,199,161,114,217,98,165,284,113,154,227
ARG05_42e,ARG05_42,1,245,177,95,73,275,314,207,199,161,114,217,98,165,284,113,156,227
ARG05_42f,ARG05_42,1,245,177,95,73,275,314,207,199,161,114,217,98,165,284,113,156,227
ARG05_42f,ARG05_42,1,245,177,95,73,275,314,207,199,161,114,217,98,165,284,113,156,227
ARG05_42g,ARG05_42,1,245,177,95,73,275,314,207,199,161,114,217,98,165,284,113,156,227
ARG05_42g,ARG05_42,1,245,177,95,73,275,314,207,199,161,114,217,98,165,284,113,156,227
ARG05_42i,ARG05_42,1,245,177,95,73,275,314,207,199,161,NA,217,98,165,284,113,154,227
ARG05_42i,ARG05_42,1,245,177,95,73,275,314,207,199,161,NA,217,98,165,284,113,154,227
ARG05_42j,ARG05_42,1,245,177,95,73,275,314,207,199,161,NA,217,98,165,284,113,154,227
ARG05_42j,ARG05_42,1,245,177,95,73,275,314,207,199,161,NA,217,98,165,284,113,154,227
ARG05_42k,ARG05_42,1,245,177,95,73,275,314,207,199,161,NA,217,98,165,284,113,156,227
ARG05_42k,ARG05_42,1,245,177,95,73,275,314,207,199,161,NA,217,98,165,284,113,156,227
ARG05_42h,ARG05_42,1,245,177,95,73,275,312,207,199,161,NA,217,98,165,284,113,156,227
ARG05_42h,ARG05_42,1,245,177,95,73,275,314,207,199,161,NA,217,98,165,284,113,156,227
ARG05_42male,ARG05_42,1,NA,177,95,73,275,314,207,199,161,114,217,98,165,284,113,154,227
ARG05_42male,ARG05_42,1,NA,177,95,73,275,314,207,199,161,114,217,98,165,284,113,154,227
ARG05_43a,ARG05_43,1,243,177,95,73,275,314,205,199,161,114,223,98,165,284,113,154,225
ARG05_43a,ARG05_43,1,245,177,95,73,275,314,207,199,163,114,225,98,165,284,113,154,227
ARG05_43h,ARG05_43,1,245,177,95,73,275,314,205,199,161,NA,223,98,165,284,113,154,225
ARG05_43h,ARG05_43,1,245,177,95,73,275,314,207,199,163,NA,225,98,165,284,113,154,227
ARG05_43i,ARG05_43,1,243,177,95,73,275,314,205,199,161,NA,223,98,165,284,113,154,225
ARG05_43i,ARG05_43,1,245,177,95,73,275,314,209,199,161,NA,225,98,165,284,113,154,227
ARG05_43j,ARG05_43,1,243,177,95,73,275,314,205,199,161,NA,225,98,165,284,113,154,225
ARG05_43j,ARG05_43,1,245,177,95,73,275,314,205,199,163,NA,225,98,165,284,113,154,225
ARG05_43k,ARG05_43,1,243,177,95,73,275,314,205,199,161,NA,223,98,165,284,113,154,225
ARG05_43k,ARG05_43,1,245,177,95,73,275,314,209,199,161,NA,225,98,165,284,113,154,227
ARG05_43male,ARG05_43,1,NA,177,95,73,275,314,209,199,161,114,223,98,165,284,113,154,227
ARG05_43male,ARG05_43,1,NA,177,95,73,275,314,209,199,161,114,223,98,165,284,113,154,227
ARG05_44a,ARG05_44,1,243,177,95,73,275,312,205,199,161,114,223,98,165,284,113,154,209
ARG05_44a,ARG05_44,1,243,177,95,76,275,312,207,199,161,114,223,98,165,286,113,154,223
ARG05_44c,ARG05_44,1,243,177,95,73,275,312,205,199,161,114,223,98,165,284,113,154,209
ARG05_44c,ARG05_44,1,243,177,95,76,275,312,207,199,161,114,223,98,165,286,113,154,223
ARG05_44d,ARG05_44,1,243,177,95,73,275,312,205,199,161,114,223,98,165,284,113,154,209
ARG05_44d,ARG05_44,1,243,177,95,76,275,312,207,199,161,114,223,98,165,286,113,154,223
ARG05_44e,ARG05_44,1,243,177,95,76,275,312,205,199,161,114,223,98,165,284,113,154,209
ARG05_44e,ARG05_44,1,243,177,95,76,275,312,205,199,161,114,223,98,165,284,113,154,209
ARG05_44f,ARG05_44,1,243,177,95,76,275,312,205,199,161,114,223,98,165,284,113,154,209
ARG05_44f,ARG05_44,1,243,177,95,76,275,312,205,199,161,114,223,98,165,284,113,154,209
ARG05_44g,ARG05_44,1,243,177,95,73,275,312,207,199,161,114,223,98,165,286,113,154,225
ARG05_44g,ARG05_44,1,243,177,95,73,275,312,207,199,161,114,223,98,165,286,113,154,225
ARG05_44i,ARG05_44,1,243,177,95,73,275,312,207,199,161,NA,223,98,165,286,113,154,225
ARG05_44i,ARG05_44,1,243,177,95,73,275,312,207,199,161,NA,223,98,165,286,113,154,225
ARG05_44j,ARG05_44,1,243,177,95,73,275,312,205,199,161,NA,223,98,165,284,113,154,209
ARG05_44j,ARG05_44,1,243,177,95,76,275,312,207,199,161,NA,223,98,165,286,113,154,225
ARG05_44k,ARG05_44,1,243,177,95,73,275,312,205,199,161,NA,223,98,165,284,113,154,209
ARG05_44k,ARG05_44,1,243,177,95,76,275,312,207,199,161,NA,223,98,165,286,113,154,223
ARG05_44h,ARG05_44,1,243,177,95,73,275,312,207,199,161,NA,223,98,165,286,113,154,225
ARG05_44h,ARG05_44,1,243,177,95,73,275,312,207,199,161,NA,223,98,165,286,113,154,225
ARG05_44male,ARG05_44,1,NA,177,95,76,275,312,205,199,161,114,223,98,165,284,113,154,209
ARG05_44male,ARG05_44,1,NA,177,95,76,275,312,205,199,161,114,223,98,165,284,113,154,209
ARG05_45a,ARG05_45,1,243,177,95,73,275,-9,207,199,159,114,212,98,165,284,113,154,223
ARG05_45a,ARG05_45,1,249,177,95,73,275,-9,207,199,161,114,225,98,165,284,115,156,223
ARG05_45c,ARG05_45,1,245,177,95,73,275,312,207,199,161,114,223,98,161,284,113,156,223
ARG05_45c,ARG05_45,1,245,177,95,73,275,314,207,199,161,114,225,98,165,286,113,156,225
ARG05_45d,ARG05_45,1,243,177,95,73,275,312,207,199,159,114,212,98,165,278,113,156,223
ARG05_45d,ARG05_45,1,243,177,95,73,275,314,207,199,161,114,225,98,165,284,115,156,223
ARG05_45e,ARG05_45,1,243,177,95,73,275,312,207,199,159,114,212,98,165,278,115,154,223
ARG05_45e,ARG05_45,1,249,177,95,73,275,312,207,199,161,114,225,98,165,284,115,156,223
ARG05_45f,ARG05_45,1,243,177,95,73,275,312,207,199,161,114,212,98,165,284,113,156,223
ARG05_45f,ARG05_45,1,249,177,95,73,275,314,207,199,161,114,225,98,165,284,115,156,227
ARG05_45g,ARG05_45,1,245,177,95,73,275,312,207,199,161,114,217,98,161,284,113,156,223
ARG05_45g,ARG05_45,1,245,177,95,73,275,312,207,199,161,114,225,98,165,286,113,156,225
ARG05_45h,ARG05_45,1,245,177,95,73,275,312,207,199,161,NA,223,98,165,284,113,156,223
ARG05_45h,ARG05_45,1,245,177,95,73,275,314,207,199,161,NA,225,98,165,286,113,156,225
ARG05_45i,ARG05_45,1,245,NA,95,73,275,312,207,199,161,NA,217,98,165,284,113,156,223
ARG05_45i,ARG05_45,1,245,NA,95,73,275,312,207,199,161,NA,225,98,165,286,113,156,225
ARG05_45j,ARG05_45,1,243,177,95,73,275,312,207,199,159,NA,225,98,165,278,113,156,223
ARG05_45j,ARG05_45,1,243,177,95,73,275,314,207,199,161,NA,225,98,165,284,115,156,223
ARG05_45k,ARG05_45,1,243,177,95,73,275,312,207,199,161,NA,225,98,165,284,113,154,223
ARG05_45k,ARG05_45,1,249,177,95,73,275,314,207,199,161,NA,225,98,165,284,113,156,227
ARG05_46a,ARG05_46,1,245,177,84,73,259,312,207,199,159,114,225,98,167,278,113,154,219
ARG05_46a,ARG05_46,1,245,177,84,73,275,312,209,199,159,114,225,98,167,280,113,154,219
ARG05_46c,ARG05_46,1,245,177,84,73,259,312,207,199,159,114,225,98,167,278,113,154,219
ARG05_46c,ARG05_46,1,245,177,84,73,259,312,209,199,159,114,225,98,167,280,113,154,219
ARG05_46d,ARG05_46,1,245,177,84,73,275,312,209,199,159,114,225,98,167,280,113,154,219
ARG05_46d,ARG05_46,1,245,177,84,73,275,312,209,199,159,114,225,98,167,280,113,154,219
ARG05_46e,ARG05_46,1,245,177,84,73,259,312,207,199,159,114,225,98,167,278,113,154,219
ARG05_46e,ARG05_46,1,245,177,84,73,275,312,207,199,159,114,225,98,167,280,113,154,219
ARG05_46f,ARG05_46,1,245,177,84,73,259,312,207,199,159,114,225,98,167,278,113,154,219
ARG05_46f,ARG05_46,1,245,177,84,73,259,312,209,199,159,114,225,98,167,280,113,154,219
ARG05_46g,ARG05_46,1,245,177,84,73,259,312,207,199,159,114,225,98,167,278,113,154,219
ARG05_46g,ARG05_46,1,245,177,84,73,259,312,207,199,159,114,225,98,167,280,113,154,219
ARG05_46i,ARG05_46,1,245,177,84,73,259,312,207,199,159,NA,225,98,167,278,113,154,219
ARG05_46i,ARG05_46,1,245,177,84,73,275,312,209,199,159,NA,225,98,167,280,113,154,219
ARG05_46j,ARG05_46,1,245,177,84,73,259,312,207,199,159,NA,225,98,167,278,113,154,219
ARG05_46j,ARG05_46,1,245,177,84,73,259,312,207,199,159,NA,225,98,167,280,113,154,219
ARG05_46k,ARG05_46,1,245,NA,84,73,259,312,207,199,159,NA,225,98,167,278,113,154,219
ARG05_46k,ARG05_46,1,245,NA,84,73,259,312,207,199,159,NA,225,98,167,280,113,154,219
ARG05_46h,ARG05_46,1,245,177,84,73,275,312,209,199,159,NA,225,98,167,278,113,154,219
ARG05_46h,ARG05_46,1,245,177,84,73,275,312,209,199,159,NA,225,98,167,280,113,154,219
ARG05_46male,ARG05_46,1,243,177,95,73,275,314,207,199,161,114,212,98,165,278,115,156,223
ARG05_46male,ARG05_46,1,243,177,95,73,275,314,207,199,161,114,212,98,165,278,115,156,223
ARG05_47a,ARG05_47,1,245,177,95,73,275,312,205,199,161,114,225,98,165,284,113,154,225
ARG05_47a,ARG05_47,1,245,177,95,73,275,314,207,199,161,114,225,98,165,284,113,156,225
ARG05_47d,ARG05_47,1,245,177,95,73,275,312,207,199,161,114,225,98,165,284,113,154,225
ARG05_47d,ARG05_47,1,245,177,95,73,275,314,207,199,161,114,225,98,165,284,113,156,227
ARG05_47e,ARG05_47,1,245,177,95,73,275,312,205,199,161,114,225,98,165,284,113,154,225
ARG05_47e,ARG05_47,1,245,177,95,73,275,314,209,199,161,114,225,98,165,284,113,156,225
ARG05_47f,ARG05_47,1,245,177,95,73,275,312,205,199,161,114,225,98,165,284,113,154,225
ARG05_47f,ARG05_47,1,245,177,95,73,275,314,209,199,161,114,225,98,165,284,113,156,225
ARG05_47g,ARG05_47,1,245,177,95,73,275,312,207,199,161,114,225,98,165,284,113,154,225
ARG05_47g,ARG05_47,1,245,177,95,73,275,314,207,199,161,114,225,98,165,284,113,156,227
ARG05_47h,ARG05_47,1,245,177,95,73,275,312,207,199,161,NA,225,98,165,284,113,154,225
ARG05_47h,ARG05_47,1,245,177,95,73,275,314,209,199,161,NA,225,98,165,284,113,156,227
ARG05_47i,ARG05_47,1,245,177,95,73,275,312,207,199,161,NA,225,98,165,284,113,154,225
