Sample_ID,Nest_ID,Site_Number,Sdag_C293,Sol_55,Sol_6,C147,i_130,i_120_PigTail,C368_PigTail,C334,C121_PigTail,C485,C259,C294,i_113,Sol_J1,Jackstraw_PigTail,i_109,C216_pigtail
ARG05_15c,ARG05_15,1,245,177,84,NA,259,312,209,NA,159,114,212,98,165,278,113,154,219
ARG05_15d,ARG05_15,1,245,177,84,73,259,312,209,199,159,114,212,98,165,278,113,154,219
ARG05_15d,ARG05_15,1,245,177,84,73,259,312,209,199,159,114,212,98,165,278,113,154,219
ARG05_15e,ARG05_15,1,245,177,84,73,259,312,209,199,159,114,212,98,165,278,113,154,219
ARG05_15e,ARG05_15,1,245,177,84,73,259,312,209,199,159,114,212,98,165,278,113,154,219
ARG05_15f,ARG05_15,1,245,177,84,73,259,312,209,199,159,114,212,98,165,278,113,154,219
ARG05_15f,ARG05_15,1,245,177,84,73,259,312,209,199,159,114,212,98,165,278,113,154,219
ARG05_15g,ARG05_15,1,245,177,84,73,259,312,209,199,159,114,212,98,165,278,113,154,219
ARG05_15g,ARG05_15,1,245,177,84,73,259,312,209,199,159,114,212,98,165,278,113,154,219
ARG05_15h,ARG05_15,1,245,177,84,73,259,312,209,199,159,114,212,98,165,278,113,154,219
ARG05_15h,ARG05_15,1,245,177,84,73,259,312,209,199,159,114,212,98,165,278,113,154,219
ARG05_15j,ARG05_15,1,245,177,NA,73,259,312,209,199,159,114,212,98,165,278,113,154,219
ARG05_15j,ARG05_15,1,245,177,NA,73,259,312,209,199,159,114,212,98,165,278,113,154,219
ARG05_15k,ARG05_15,1,245,177,84,73,259,312,209,199,159,114,212,98,165,278,113,154,219
ARG05_15k,ARG05_15,1,245,177,84,73,259,312,209,199,159,114,212,98,165,278,113,154,219
ARG05_15male,ARG05_15,1,NA,177,84,73,259,NA,NA,199,NA,114,212,98,165,278,NA,154,219
ARG05_15male,ARG05_15,1,NA,177,84,73,259,NA,NA,199,NA,114,212,98,165,278,NA,154,219
ARG05_16a,ARG05_16,1,243,177,84,73,259,318,209,199,159,116,212,98,165,278,113,154,219
ARG05_16a,ARG05_16,1,245,177,84,73,275,318,209,199,159,118,212,98,167,278,113,154,219
ARG05_16c,ARG05_16,1,243,177,84,73,275,318,209,199,159,116,212,98,165,278,113,154,219
ARG05_16c,ARG05_16,1,245,177,84,73,275,318,209,199,159,118,212,98,167,278,113,154,219
ARG05_16d,ARG05_16,1,243,177,84,73,275,318,209,199,159,116,212,98,165,278,113,154,219
ARG05_16d,ARG05_16,1,245,177,84,73,275,318,209,199,159,118,212,98,167,278,113,154,219
ARG05_16e,ARG05_16,1,243,177,84,73,259,318,209,199,159,116,212,98,165,278,113,154,219
ARG05_16e,ARG05_16,1,245,177,84,73,275,318,209,199,159,118,212,98,167,278,113,154,219
ARG05_16f,ARG05_16,1,243,177,84,73,275,318,209,199,159,116,212,98,165,278,113,154,219
ARG05_16f,ARG05_16,1,245,177,84,73,275,318,209,199,159,118,212,98,167,278,113,154,219
ARG05_16g,ARG05_16,1,243,177,84,73,275,318,209,199,159,116,212,98,165,278,113,154,219
ARG05_16g,ARG05_16,1,243,177,84,73,275,318,209,199,159,118,212,98,167,278,113,154,219
ARG05_16h,ARG05_16,1,243,177,84,73,259,318,209,199,159,116,212,98,165,278,113,154,219
ARG05_16h,ARG05_16,1,245,177,84,73,275,318,209,199,159,118,212,98,167,278,113,154,219
ARG05_16i,ARG05_16,1,243,177,84,73,275,318,209,199,159,116,212,98,165,278,113,154,219
ARG05_16i,ARG05_16,1,245,177,84,73,275,318,209,199,159,118,212,98,167,278,113,154,219
ARG05_16j,ARG05_16,1,243,177,84,73,275,318,209,199,159,116,212,98,165,278,113,154,219
ARG05_16j,ARG05_16,1,245,177,84,73,275,318,209,199,159,118,212,98,167,278,113,154,219
ARG05_16k,ARG05_16,1,243,177,84,73,259,318,209,199,159,116,212,98,165,278,113,154,219
ARG05_16k,ARG05_16,1,245,177,84,73,275,318,209,199,159,118,212,98,167,278,113,154,219
ARG05_16male,ARG05_16,1,NA,177,84,73,275,318,209,199,159,118,212,98,167,278,113,154,219
ARG05_16male,ARG05_16,1,NA,177,84,73,275,318,209,199,159,118,212,98,167,278,113,154,219
ARG05_17a,ARG05_17,1,245,177,93,73,275,318,207,199,161,114,212,98,167,281,115,154,221
ARG05_17a,ARG05_17,1,245,177,93,73,275,318,207,199,161,114,212,98,167,281,115,154,225
ARG05_17c,ARG05_17,1,245,177,84,73,275,312,207,199,161,114,212,98,165,281,115,154,221
ARG05_17c,ARG05_17,1,245,177,93,73,275,318,207,199,161,114,212,98,167,281,115,154,225
ARG05_17d,ARG05_17,1,245,177,93,73,275,312,207,199,159,116,212,98,165,278,115,154,221
ARG05_17d,ARG05_17,1,245,177,93,73,275,312,209,199,161,116,212,98,167,281,115,154,225
ARG05_17e,ARG05_17,1,245,177,93,73,275,312,207,199,159,116,212,98,165,278,115,154,221
ARG05_17e,ARG05_17,1,245,177,93,73,275,318,209,199,161,116,212,98,167,281,115,154,221
ARG05_17f,ARG05_17,1,245,177,84,73,275,318,207,199,161,114,212,98,165,278,115,154,221
ARG05_17f,ARG05_17,1,245,177,93,73,275,318,207,199,161,118,212,98,167,281,115,154,221
ARG05_17g,ARG05_17,1,245,177,84,73,275,312,207,199,159,116,212,98,167,278,115,154,221
ARG05_17g,ARG05_17,1,245,177,93,73,275,312,209,199,161,116,212,98,167,281,115,154,225
ARG05_17h,ARG05_17,1,245,177,84,73,259,318,207,195,159,114,212,98,165,278,113,154,219
ARG05_17h,ARG05_17,1,247,177,84,73,275,318,207,199,159,120,225,98,167,281,113,154,221
ARG05_17j,ARG05_17,1,245,177,84,73,NA,318,207,195,159,114,212,98,NA,278,NA,154,219
ARG05_17j,ARG05_17,1,247,177,84,73,NA,318,207,199,159,114,225,98,NA,281,NA,154,221
ARG05_17k,ARG05_17,1,245,177,84,73,259,318,207,195,159,114,212,98,163,278,113,154,219
ARG05_17k,ARG05_17,1,247,177,84,73,275,318,207,199,159,116,225,98,165,281,115,154,221
ARG05_17male,ARG05_17,1,NA,177,93,73,275,312,207,199,161,114,212,98,165,278,115,154,221
ARG05_17male,ARG05_17,1,NA,177,93,73,275,312,207,199,161,114,212,98,165,278,115,154,221
ARG05_18a,ARG05_18,1,245,177,84,73,259,318,207,195,159,114,212,98,163,278,113,154,219
ARG05_18a,ARG05_18,1,247,177,84,73,275,318,207,199,159,116,225,98,165,281,113,154,221
ARG05_18c,ARG05_18,1,245,177,84,73,259,318,207,195,159,114,212,98,163,278,113,154,219
ARG05_18c,ARG05_18,1,247,177,84,73,275,318,207,199,159,116,225,98,165,281,113,154,221
ARG05_18d,ARG05_18,1,245,177,84,73,259,318,207,195,159,114,212,98,163,278,113,154,221
ARG05_18d,ARG05_18,1,247,177,84,73,275,318,207,199,159,116,225,98,165,281,115,154,221
ARG05_18e,ARG05_18,1,245,177,84,73,275,318,207,199,159,120,212,98,167,278,113,154,219
ARG05_18e,ARG05_18,1,245,177,84,73,275,318,207,199,159,120,212,98,167,278,113,154,219
ARG05_18f,ARG05_18,1,245,177,84,73,275,318,207,199,159,120,212,98,167,278,113,154,219
ARG05_18f,ARG05_18,1,245,177,84,73,275,318,207,199,159,120,212,98,167,281,113,154,219
ARG05_18g,ARG05_18,1,245,177,84,73,259,318,207,195,159,114,212,98,165,278,113,154,219
ARG05_18g,ARG05_18,1,247,177,84,73,275,318,207,199,159,120,225,98,167,281,113,154,221
ARG05_18h,ARG05_18,1,245,177,84,73,259,318,207,195,159,114,212,98,165,278,113,154,219
ARG05_18h,ARG05_18,1,247,177,84,73,275,318,207,199,159,120,225,98,167,278,113,154,221
ARG05_18i,ARG05_18,1,245,177,84,73,259,318,207,195,159,114,212,98,163,278,113,154,219
ARG05_18i,ARG05_18,1,247,177,93,73,275,318,207,199,159,116,225,98,165,281,113,154,221
ARG05_18j,ARG05_18,1,245,177,84,73,275,318,207,199,159,114,212,98,167,278,113,154,219
ARG05_18j,ARG05_18,1,245,177,84,73,275,318,207,199,159,120,212,98,167,281,113,154,219
ARG05_18k,ARG05_18,1,245,177,84,73,275,318,207,199,159,114,212,98,167,278,113,154,219
ARG05_18k,ARG05_18,1,245,177,84,73,275,318,207,199,159,120,212,98,167,281,113,154,219
ARG05_18male,ARG05_18,1,NA,177,84,73,259,318,207,195,159,114,225,98,165,278,113,154,221
ARG05_18male,ARG05_18,1,NA,177,84,73,259,318,207,195,159,114,225,98,165,278,113,154,221
ARG05_19a,ARG05_19,1,243,177,84,73,259,318,209,199,159,116,212,98,165,278,113,154,219
ARG05_19a,ARG05_19,1,245,177,84,73,275,318,209,199,159,116,212,98,167,278,113,154,219
ARG05_19c,ARG05_19,1,245,177,84,73,259,318,209,199,159,116,212,98,165,278,113,154,219
ARG05_19c,ARG05_19,1,245,177,84,73,259,318,209,199,159,116,212,98,167,278,113,154,219
ARG05_19d,ARG05_19,1,243,177,84,73,259,318,209,199,159,118,212,98,165,278,113,154,219
ARG05_19d,ARG05_19,1,245,177,84,73,275,318,209,199,159,118,212,98,167,278,113,154,219
ARG05_19e,ARG05_19,1,243,177,84,73,259,318,209,199,159,116,212,98,165,278,113,154,219
ARG05_19e,ARG05_19,1,245,177,84,73,275,318,209,199,159,118,212,98,167,278,113,154,219
ARG05_19f,ARG05_19,1,245,177,84,73,259,318,209,199,159,116,212,98,165,278,113,154,219
ARG05_19f,ARG05_19,1,245,177,84,73,259,318,209,199,159,116,212,98,167,278,113,154,219
ARG05_19g,ARG05_19,1,243,177,84,73,259,318,209,199,159,116,212,98,165,278,113,154,219
ARG05_19g,ARG05_19,1,245,177,84,73,275,318,209,199,159,118,212,98,167,278,113,154,219
ARG05_19h,ARG05_19,1,243,177,84,73,259,318,209,199,159,116,212,98,165,278,113,154,219
ARG05_19h,ARG05_19,1,245,177,84,73,275,318,209,199,159,116,212,98,167,278,113,154,219
ARG05_19j,ARG05_19,1,243,177,84,73,259,318,209,199,159,116,212,98,167,278,113,154,219
ARG05_19j,ARG05_19,1,245,177,84,73,275,318,209,199,159,118,212,98,167,278,113,154,219
ARG05_19k,ARG05_19,1,245,177,84,73,259,318,209,199,159,116,212,98,165,278,113,154,219
ARG05_19k,ARG05_19,1,245,177,84,73,275,318,209,199,159,118,212,98,167,278,113,154,219
ARG05_19male,ARG05_19,1,NA,177,84,73,259,318,209,199,159,116,212,98,165,278,113,154,219
ARG05_19male,ARG05_19,1,NA,177,84,73,259,318,209,199,159,116,212,98,165,278,113,154,219
ARG05_20a,ARG05_20,1,245,177,93,73,275,318,207,199,161,114,212,98,165,278,115,154,221
ARG05_20a,ARG05_20,1,245,177,93,73,275,318,207,199,161,114,212,98,167,281,115,154,225
ARG05_20male,ARG05_20,1,NA,177,84,73,275,312,207,199,161,116,212,98,167,281,115,154,221
ARG05_20male,ARG05_20,1,NA,177,84,73,275,312,207,199,161,116,212,98,167,281,115,154,221
ARG05_21a,ARG05_21,1,243,177,84,73,259,318,209,199,159,118,212,98,167,278,113,154,219
ARG05_21a,ARG05_21,1,243,177,84,73,259,318,209,199,159,118,212,98,167,278,113,154,219
ARG05_22a,ARG05_22,1,243,177,93,73,275,318,207,199,159,114,212,98,167,278,115,154,219
ARG05_22a,ARG05_22,1,243,177,93,73,275,318,207,199,159,114,223,98,167,278,115,154,219
ARG05_22c,ARG05_22,1,243,177,93,73,275,318,207,199,159,114,212,98,167,278,115,154,219
ARG05_22c,ARG05_22,1,243,177,93,73,275,318,207,199,159,114,223,98,169,278,115,154,219
ARG05_22d,ARG05_22,1,243,177,93,73,275,318,207,199,159,114,212,98,167,278,115,154,219
ARG05_22d,ARG05_22,1,243,177,93,73,275,318,207,199,159,114,223,98,169,278,115,154,219
ARG05_22e,ARG05_22,1,243,177,93,73,259,312,207,199,159,114,223,98,167,278,113,154,219
ARG05_22e,ARG05_22,1,249,177,93,73,275,318,209,199,159,114,225,98,169,281,115,154,219
ARG05_22f,ARG05_22,1,243,177,93,73,275,318,207,199,159,114,212,98,167,278,115,154,219
ARG05_22f,ARG05_22,1,243,177,93,73,275,318,207,199,159,114,223,98,169,278,115,154,219
ARG05_22g,ARG05_22,1,243,177,93,73,275,318,207,199,159,114,212,98,167,278,115,154,219
ARG05_22g,ARG05_22,1,243,177,93,73,275,318,207,199,159,114,223,98,167,278,115,154,219
ARG05_22h,ARG05_22,1,243,177,93,73,259,312,207,199,159,114,212,98,167,278,113,154,219
ARG05_22h,ARG05_22,1,249,177,93,73,275,318,209,199,159,114,225,98,167,281,115,154,219
ARG05_22i,ARG05_22,1,243,177,93,73,275,318,207,199,159,114,212,98,167,278,115,154,219
ARG05_22i,ARG05_22,1,243,177,93,73,275,318,207,199,159,114,212,98,169,278,115,154,219
ARG05_22j,ARG05_22,1,243,177,93,73,275,318,207,199,159,114,212,98,167,278,115,154,219
ARG05_22j,ARG05_22,1,243,177,93,73,275,318,207,199,159,114,212,98,169,278,115,154,219
ARG05_22k,ARG05_22,1,243,177,93,73,275,318,207,199,159,114,212,98,167,278,115,154,219
ARG05_22k,ARG05_22,1,243,177,93,73,275,318,207,199,159,114,223,98,167,278,115,154,219
ARG05_22male,ARG05_22,1,NA,177,93,73,275,318,207,199,159,114,212,98,167,278,115,154,219
ARG05_22male,ARG05_22,1,NA,177,93,73,275,318,207,199,159,114,212,98,167,278,115,154,219
ARG05_23a,ARG05_23,1,245,177,95,73,275,312,205,199,161,114,217,98,165,284,113,154,223
ARG05_23a,ARG05_23,1,245,177,95,73,304,320,205,199,161,114,223,98,165,284,113,156,225
ARG05_23c,ARG05_23,1,243,177,95,73,275,312,205,199,161,114,217,98,165,284,113,154,223
ARG05_23c,ARG05_23,1,245,177,95,73,275,320,205,199,161,114,223,98,165,284,113,156,225
ARG05_23d,ARG05_23,1,243,177,95,73,275,312,205,199,161,114,225,98,165,284,113,154,223
ARG05_23d,ARG05_23,1,243,177,95,73,304,314,209,199,161,114,225,98,165,284,113,154,223
ARG05_23e,ARG05_23,1,243,177,95,73,275,312,205,199,161,114,217,98,165,284,113,154,223
ARG05_23e,ARG05_23,1,245,177,95,73,275,320,205,199,161,114,223,98,165,284,113,154,225
ARG05_23f,ARG05_23,1,243,177,95,73,275,312,209,199,161,114,225,98,165,284,113,154,223
ARG05_23f,ARG05_23,1,243,177,95,73,304,314,209,199,161,114,225,98,165,284,113,156,223
ARG05_23g,ARG05_23,1,245,177,95,73,275,314,205,199,161,114,217,98,165,284,113,154,223
ARG05_23g,ARG05_23,1,245,177,95,73,275,320,205,199,161,114,223,98,165,284,115,156,225
ARG05_23h,ARG05_23,1,245,177,95,73,275,320,205,199,161,114,223,98,165,284,113,154,223
ARG05_23h,ARG05_23,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_23j,ARG05_23,1,243,177,95,73,275,314,205,199,161,114,217,98,165,284,113,154,223
ARG05_23j,ARG05_23,1,245,177,95,73,275,320,209,199,161,114,225,98,165,284,113,156,225
ARG05_23k,ARG05_23,1,245,177,95,73,275,320,205,199,161,114,223,98,165,284,113,154,223
ARG05_23k,ARG05_23,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_23male,ARG05_23,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_23male,ARG05_23,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_24a,ARG05_24,1,247,177,84,73,259,312,209,195,159,114,212,98,167,281,115,154,219
ARG05_24a,ARG05_24,1,247,177,84,73,259,316,209,195,159,114,212,98,167,281,115,154,219
ARG05_24c,ARG05_24,1,245,177,84,73,259,312,209,195,159,114,212,98,167,281,115,154,219
ARG05_24c,ARG05_24,1,247,177,84,73,275,316,209,195,159,114,212,98,167,281,115,154,219
ARG05_24d,ARG05_24,1,247,177,84,73,259,312,209,195,159,114,212,98,167,281,115,154,219
ARG05_24d,ARG05_24,1,247,177,84,73,259,316,209,195,159,114,212,98,167,281,115,154,219
ARG05_24e,ARG05_24,1,247,177,84,73,259,312,209,195,159,114,212,98,167,281,115,154,219
ARG05_24e,ARG05_24,1,247,177,84,73,259,316,209,195,159,114,212,98,167,281,115,154,219
ARG05_24f,ARG05_24,1,247,177,84,73,259,316,209,195,159,114,212,98,167,281,115,154,219
ARG05_24f,ARG05_24,1,247,177,84,73,259,316,209,195,159,114,212,98,167,281,115,154,219
ARG05_24g,ARG05_24,1,247,177,84,73,259,312,209,195,159,114,212,98,167,281,115,154,219
ARG05_24g,ARG05_24,1,247,177,84,73,259,316,209,195,159,114,212,98,167,281,115,154,219
ARG05_24h,ARG05_24,1,245,177,NA,73,259,312,209,195,159,114,NA,98,167,281,115,154,219
ARG05_24h,ARG05_24,1,247,177,NA,73,275,316,209,195,159,114,NA,98,167,281,115,154,219
ARG05_24i,ARG05_24,1,249,177,93,73,259,312,209,199,159,114,217,98,167,278,113,154,219
ARG05_24i,ARG05_24,1,249,177,93,73,275,312,209,201,161,114,217,98,167,281,113,154,219
ARG05_24j,ARG05_24,1,247,177,84,73,259,312,209,195,159,114,212,98,167,281,115,154,219
ARG05_24j,ARG05_24,1,247,177,84,73,259,316,209,195,159,114,212,98,167,281,115,154,219
ARG05_24k,ARG05_24,1,245,177,84,73,259,312,209,195,159,114,212,98,167,281,115,154,219
ARG05_24k,ARG05_24,1,247,177,84,73,259,312,209,195,159,114,212,98,167,281,115,154,219
ARG05_24male,ARG05_24,1,247,177,84,73,259,316,209,195,159,114,212,98,167,281,115,154,219
ARG05_24male,ARG05_24,1,247,177,84,73,259,316,209,195,159,114,212,98,167,281,115,154,219
ARG05_25a,ARG05_25,1,247,177,93,73,259,312,207,199,159,114,212,98,165,278,113,154,219
ARG05_25a,ARG05_25,1,249,177,93,73,275,312,209,199,159,116,225,98,167,278,113,154,219
ARG05_25c,ARG05_25,1,247,177,84,73,259,312,207,199,159,114,212,98,165,278,113,154,219
ARG05_25c,ARG05_25,1,249,177,93,73,259,312,209,199,159,116,225,98,167,278,113,154,219
ARG05_25d,ARG05_25,1,247,177,84,73,259,312,207,199,159,114,212,98,165,278,113,154,219
ARG05_25d,ARG05_25,1,249,177,93,73,259,312,209,199,159,116,217,98,167,278,113,154,219
ARG05_25e,ARG05_25,1,247,177,93,73,259,312,207,199,159,114,212,98,165,278,113,154,219
ARG05_25e,ARG05_25,1,249,177,93,73,275,312,209,199,159,116,217,98,167,278,113,154,219
ARG05_25f,ARG05_25,1,247,177,93,73,259,312,207,199,159,114,212,98,165,278,113,154,219
ARG05_25f,ARG05_25,1,249,177,93,73,259,312,209,201,159,116,217,98,167,278,113,154,219
ARG05_25g,ARG05_25,1,247,177,84,73,259,312,207,199,159,114,212,98,165,278,113,154,219
ARG05_25g,ARG05_25,1,249,177,93,73,275,312,209,201,159,116,225,98,167,278,113,154,219
ARG05_25h,ARG05_25,1,247,177,84,73,259,312,207,199,159,114,212,98,165,278,113,154,219
ARG05_25h,ARG05_25,1,249,177,93,73,259,312,209,199,159,116,217,98,167,278,113,154,219
ARG05_25j,ARG05_25,1,245,177,84,73,259,312,209,195,159,114,212,98,167,278,113,154,219
ARG05_25j,ARG05_25,1,249,177,93,73,275,316,209,201,159,114,225,98,167,281,115,154,219
ARG05_25k,ARG05_25,1,247,177,84,73,259,312,207,199,159,114,212,98,165,278,113,154,219
ARG05_25k,ARG05_25,1,249,177,93,73,259,312,209,201,159,116,217,98,167,278,113,154,219
ARG05_25male,ARG05_25,1,249,177,93,73,275,312,209,199,159,114,225,98,167,278,113,154,219
ARG05_25male,ARG05_25,1,249,177,93,73,275,312,209,199,159,114,225,98,167,278,113,154,219
ARG05_26a,ARG05_26,1,245,177,84,73,259,312,207,199,159,114,212,98,167,280,113,154,219
ARG05_26a,ARG05_26,1,245,177,84,73,275,312,209,199,159,114,225,98,167,280,113,154,219
ARG05_26c,ARG05_26,1,245,177,84,73,259,312,207,199,159,114,212,98,167,280,113,154,219
ARG05_26c,ARG05_26,1,245,177,84,73,275,312,207,199,159,114,212,98,167,280,113,154,219
ARG05_26d,ARG05_26,1,245,177,84,73,259,312,207,195,159,114,212,98,167,280,113,154,219
ARG05_26d,ARG05_26,1,247,177,84,73,259,312,209,199,159,114,212,98,167,281,115,154,219
ARG05_26e,ARG05_26,1,245,177,84,73,259,312,207,195,159,114,212,98,167,280,113,154,219
ARG05_26e,ARG05_26,1,247,177,84,73,259,312,209,199,159,114,212,98,167,281,115,154,219
ARG05_26f,ARG05_26,1,245,177,84,73,259,312,207,195,159,114,212,98,167,280,113,154,219
ARG05_26f,ARG05_26,1,247,177,84,73,259,312,209,199,159,114,212,98,167,281,115,154,219
ARG05_26g,ARG05_26,1,245,177,84,73,259,312,207,199,159,114,225,98,167,280,113,154,219
ARG05_26g,ARG05_26,1,245,177,84,73,259,312,209,199,159,114,225,98,167,280,113,154,219
ARG05_26h,ARG05_26,1,245,177,84,73,259,312,207,199,159,114,212,98,167,280,113,154,219
ARG05_26h,ARG05_26,1,245,177,84,73,259,312,209,199,159,114,212,98,167,280,113,154,219
ARG05_26i,ARG05_26,1,245,177,84,73,259,312,207,195,159,114,212,98,167,280,113,154,219
ARG05_26i,ARG05_26,1,247,177,84,73,259,312,209,199,159,114,212,98,167,281,115,154,219
ARG05_26j,ARG05_26,1,245,177,84,73,259,312,209,195,159,114,212,98,167,280,113,154,219
ARG05_26j,ARG05_26,1,247,177,84,73,259,312,209,199,159,114,212,98,167,281,115,154,219
ARG05_26k,ARG05_26,1,245,177,84,73,259,312,207,195,159,114,212,98,167,280,113,154,219
ARG05_26k,ARG05_26,1,247,177,84,73,275,312,209,199,159,114,225,98,167,281,115,154,219
ARG05_26male,ARG05_26,1,245,177,84,73,275,312,207,199,159,114,212,98,167,280,113,154,219
ARG05_26male,ARG05_26,1,245,177,84,73,275,312,207,199,159,114,212,98,167,280,113,154,219
ARG05_27a,ARG05_27,1,243,177,84,73,275,318,207,199,159,114,212,98,167,278,113,154,219
ARG05_27a,ARG05_27,1,245,177,93,73,275,322,207,199,159,114,212,98,167,280,115,154,223
ARG05_27c,ARG05_27,1,243,177,84,73,275,318,207,199,159,114,212,98,167,278,113,154,219
ARG05_27c,ARG05_27,1,245,177,93,73,275,322,209,199,159,114,212,98,167,280,115,154,223
ARG05_27d,ARG05_27,1,243,177,84,73,275,318,207,199,159,114,212,98,167,278,113,154,219
ARG05_27d,ARG05_27,1,245,177,93,73,275,322,207,199,159,114,212,98,169,280,115,154,223
ARG05_27e,ARG05_27,1,243,177,84,73,275,318,207,199,159,114,212,98,167,278,113,154,219
ARG05_27e,ARG05_27,1,245,177,93,73,275,322,207,199,159,114,212,98,167,280,115,154,223
ARG05_27f,ARG05_27,1,243,177,84,73,275,318,207,199,159,114,212,98,167,278,113,154,219
ARG05_27f,ARG05_27,1,245,177,93,73,275,322,207,199,159,114,212,98,167,280,115,154,223
ARG05_27g,ARG05_27,1,243,177,84,73,275,318,207,199,159,114,212,98,167,278,113,154,219
ARG05_27g,ARG05_27,1,245,177,93,73,275,322,209,199,159,114,212,98,167,280,115,154,223
ARG05_27h,ARG05_27,1,243,177,84,73,275,318,207,199,159,114,212,98,167,278,113,154,219
ARG05_27h,ARG05_27,1,245,177,93,73,275,322,209,199,159,114,212,98,167,280,115,154,223
ARG05_27j,ARG05_27,1,243,177,84,73,275,318,207,199,159,114,212,98,167,NA,113,154,219
ARG05_27j,ARG05_27,1,245,177,93,73,275,322,209,199,159,114,212,98,167,NA,115,154,223
ARG05_27k,ARG05_27,1,243,177,84,73,275,318,207,199,159,114,212,98,167,278,113,154,219
ARG05_27k,ARG05_27,1,245,177,93,73,275,322,209,199,159,114,212,98,169,280,115,154,223
ARG05_28a,ARG05_28,1,249,177,84,73,275,312,209,199,159,114,212,98,167,278,115,154,219
ARG05_28a,ARG05_28,1,249,177,84,73,275,312,209,199,159,114,223,98,167,278,115,154,219
ARG05_28c,ARG05_28,1,247,177,84,73,275,312,209,199,159,114,212,98,167,278,115,154,219
ARG05_28c,ARG05_28,1,249,177,93,73,275,312,209,199,159,114,223,98,167,278,115,154,219
ARG05_28d,ARG05_28,1,249,177,84,73,259,312,209,199,159,114,212,98,167,278,115,154,219
ARG05_28d,ARG05_28,1,249,177,93,73,275,312,209,199,159,114,223,98,167,278,115,154,219
ARG05_28e,ARG05_28,1,247,177,84,73,259,312,209,199,159,114,212,98,167,278,115,154,219
ARG05_28e,ARG05_28,1,249,177,93,73,275,312,209,199,159,114,223,98,167,278,115,154,219
ARG05_28f,ARG05_28,1,249,177,84,73,259,312,209,199,159,114,212,98,167,278,115,154,219
ARG05_28f,ARG05_28,1,249,177,93,73,275,312,209,199,159,114,212,98,167,278,115,154,219
ARG05_28g,ARG05_28,1,247,177,93,73,259,312,209,199,159,114,212,98,167,278,115,154,219
ARG05_28g,ARG05_28,1,249,177,93,73,275,312,209,199,159,114,223,98,167,278,115,154,219
ARG05_28h,ARG05_28,1,247,177,84,73,275,312,209,199,159,114,212,98,167,278,115,154,219
ARG05_28h,ARG05_28,1,249,177,93,73,275,312,209,199,159,114,212,98,167,278,115,154,219
ARG05_28i,ARG05_28,1,249,177,84,73,NA,312,209,199,159,114,212,98,167,278,115,154,219
ARG05_28i,ARG05_28,1,249,177,93,73,NA,312,209,199,159,114,212,98,167,278,115,154,219
ARG05_28j,ARG05_28,1,245,177,84,73,275,312,209,199,159,NA,212,98,167,278,115,154,219
ARG05_28j,ARG05_28,1,247,177,93,73,275,312,209,199,159,NA,212,98,167,278,115,154,219
ARG05_28k,ARG05_28,1,247,177,84,73,275,312,209,199,159,NA,212,98,167,254,115,154,219
ARG05_28k,ARG05_28,1,247,177,93,73,275,312,209,199,159,NA,223,98,167,278,115,154,219
ARG05_28male,ARG05_28,1,247,177,84,73,259,312,209,199,159,114,223,98,167,278,115,154,219
ARG05_28male,ARG05_28,1,247,177,84,73,259,312,209,199,159,114,223,98,167,278,115,154,219
ARG05_29a,ARG05_29,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_29a,ARG05_29,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_29c,ARG05_29,1,243,177,95,73,275,312,207,199,163,114,223,98,165,284,113,154,219
ARG05_29c,ARG05_29,1,245,177,95,73,275,312,207,199,163,114,225,98,165,284,113,154,219
ARG05_29d,ARG05_29,1,245,177,95,73,275,320,205,199,161,114,223,98,165,284,113,154,223
ARG05_29d,ARG05_29,1,245,177,95,73,275,320,205,199,161,114,225,98,165,284,113,154,223
ARG05_29e,ARG05_29,1,243,177,95,73,275,312,205,199,163,114,223,98,165,284,113,154,209
ARG05_29e,ARG05_29,1,245,177,95,73,275,312,207,199,163,114,225,98,165,284,113,154,219
ARG05_29f,ARG05_29,1,243,177,95,73,275,320,205,199,161,114,223,98,165,284,113,154,219
ARG05_29f,ARG05_29,1,245,177,95,73,275,320,207,199,163,114,225,98,165,284,113,154,223
ARG05_29g,ARG05_29,1,245,177,95,73,275,312,207,199,161,114,225,98,165,284,113,154,225
ARG05_29g,ARG05_29,1,245,177,95,73,275,312,207,199,161,114,225,98,165,284,113,156,225
ARG05_29h,ARG05_29,1,243,177,95,71,275,312,205,199,161,NA,223,NA,165,284,NA,NA,209
ARG05_29h,ARG05_29,1,245,177,95,71,275,320,207,199,163,NA,225,NA,165,284,NA,NA,219
ARG05_29j,ARG05_29,1,243,177,95,NA,NA,NA,207,NA,161,NA,225,NA,NA,284,NA,NA,NA
ARG05_29j,ARG05_29,1,245,177,95,NA,NA,NA,207,NA,163,NA,225,NA,NA,284,NA,NA,NA
ARG05_29k,ARG05_29,1,243,177,95,NA,275,312,207,NA,161,NA,225,NA,NA,284,NA,NA,NA
